,Производитель,Модель,Ширина,Профиль,"Диаметр, R",Индекс скорости,Индекс нагрузки,Цена,Производитель_числ,Индекс скорости_числ
1463,Dunlop,Grandtrek Ice02,315.0,35.0,20.0,T,110.0,21410.0,14.0,5.0
1464,Dunlop,SP Winter Ice 03,185.0,65.0,15.0,T,92.0,7500.0,14.0,5.0
1465,Cordiant,Snow Cross,205.0,65.0,15.0,T,99.0,4270.0,0.0,5.0
1466,Pirelli,Winter Ice Zero,295.0,40.0,21.0,H,111.0,23620.0,29.0,0.0
1467,Кама,Евро 520,205.0,75.0,16.0,R,110.0,6800.0,13.0,8.0
1468,АШК,Forward Professional 156 (зима),185.0,75.0,16.0,Q,104.0,4890.0,37.0,9.0
1469,Nokian,Tyres Hakkapeliitta 10p,195.0,55.0,16.0,T,91.0,14180.0,23.0,5.0
1470,Tigar,Winter,205.0,55.0,17.0,V,95.0,7570.0,21.0,2.0
1471,Pirelli,Scorpion Ice Zero 2,245.0,45.0,20.0,H,103.0,32820.0,29.0,0.0
1472,Viatti,Brina зима (V-521),215.0,50.0,17.0,T,91.0,6420.0,20.0,5.0
1473,Tunga,Nordway 2,175.0,70.0,13.0,Q,82.0,2690.0,4.0,9.0
1474,Tigar,Winter,205.0,50.0,17.0,V,93.0,7610.0,21.0,2.0
1475,Cordiant,Snow Cross,235.0,70.0,16.0,T,106.0,8260.0,0.0,5.0
1476,Cordiant,Snow Cross,225.0,55.0,18.0,T,102.0,7940.0,0.0,5.0
1477,Cordiant,Snow Cross,215.0,70.0,16.0,T,100.0,6930.0,0.0,5.0
1478,Cordiant,Winter Drive,185.0,60.0,14.0,T,82.0,3700.0,0.0,5.0
1479,Dunlop,Grandtrek Ice02,315.0,35.0,20.0,T,110.0,21410.0,14.0,5.0
1480,Hankook,Winter i Pike RS2 W429,215.0,55.0,16.0,T,97.0,9880.0,6.0,5.0
1481,Viatti,Bosco Nordico (V-523),265.0,65.0,17.0,T,112.0,8370.0,20.0,5.0
1482,Nokian,Tyres Nordman 7 SUV,235.0,65.0,18.0,T,110.0,13230.0,23.0,5.0
1483,Nankang,SW9,215.0,65.0,17.0,T,103.0,8030.0,33.0,5.0
1484,Tunga,Nordway 2,175.0,70.0,13.0,Q,82.0,2690.0,4.0,9.0
1485,Pirelli,Scorpion Ice Zero 2,315.0,30.0,22.0,H,107.0,64660.0,29.0,0.0
1486,Кама,Евро 520,205.0,75.0,16.0,R,110.0,6800.0,13.0,8.0
1487,АШК,Forward Professional 156 (зима),185.0,75.0,16.0,Q,104.0,4890.0,37.0,9.0
1488,Nokian,Tyres Hakkapeliitta 10p,195.0,55.0,16.0,T,91.0,14180.0,23.0,5.0
1489,Ling,Long Green-Max Winter Grip VAN 2,215.0,70.0,15.0,R,109.0,8040.0,24.0,8.0
1490,Tigar,Winter,205.0,50.0,17.0,V,93.0,7610.0,21.0,2.0
1491,Pirelli,Winter Ice Zero 2,255.0,40.0,20.0,H,101.0,38320.0,29.0,0.0
1492,Pirelli,Formula Ice,185.0,55.0,15.0,T,86.0,5480.0,29.0,5.0
1493,Matador,MP30 Sibir Ice 2,195.0,65.0,15.0,T,95.0,6100.0,5.0,5.0
1494,Bridgestone,Blizzak DM-V2,285.0,60.0,18.0,R,116.0,16520.0,16.0,8.0
1495,Laufenn,I FIT IZ LW51,205.0,55.0,16.0,T,91.0,6018.0,11.0,5.0
1496,Pirelli,Scorpion Ice Zero 2,235.0,55.0,17.0,T,103.0,14970.0,29.0,5.0
1497,Laufenn,I FIT ICE LW71,235.0,55.0,17.0,T,103.0,12040.0,11.0,5.0
1498,Laufenn,I FIT ICE LW71,255.0,55.0,18.0,T,109.0,12130.0,11.0,5.0
1499,Laufenn,I FIT ICE LW71,215.0,65.0,17.0,T,99.0,9400.0,11.0,5.0
1500,Continental,Viking Contact 7,275.0,45.0,20.0,T,110.0,19980.0,8.0,5.0
1501,Continental,Viking Contact 7,215.0,50.0,17.0,T,95.0,12150.0,8.0,5.0
1502,Continental,Viking Contact 7,235.0,55.0,19.0,T,105.0,19460.0,8.0,5.0
1503,Continental,Viking Contact 7,235.0,65.0,17.0,T,108.0,14060.0,8.0,5.0
1504,Continental,Viking Contact 7,205.0,45.0,17.0,T,88.0,11260.0,8.0,5.0
1505,Continental,Viking Contact 7,205.0,65.0,15.0,T,99.0,8350.0,8.0,5.0
1506,Continental,Viking Contact 7,225.0,55.0,17.0,T,101.0,13140.0,8.0,5.0
1507,Continental,Viking Contact 7,195.0,55.0,16.0,T,91.0,8740.0,8.0,5.0
1508,Continental,Viking Contact 7,255.0,55.0,19.0,T,111.0,18700.0,8.0,5.0
1509,Continental,Viking Contact 7,225.0,60.0,17.0,T,103.0,14250.0,8.0,5.0
1510,Continental,Viking Contact 7,235.0,60.0,17.0,T,106.0,14270.0,8.0,5.0
1511,Continental,Viking Contact 7,215.0,65.0,17.0,T,103.0,13830.0,8.0,5.0
1512,Continental,Ice Contact 3 TA,175.0,70.0,14.0,T,88.0,8210.0,8.0,5.0
1513,Continental,Ice Contact 3 TA,195.0,60.0,15.0,T,92.0,7960.0,8.0,5.0
1514,Continental,Ice Contact 3 TA,235.0,45.0,18.0,T,98.0,19100.0,8.0,5.0
1515,Pirelli,Winter Ice Zero 2,225.0,45.0,18.0,H,95.0,18060.0,29.0,0.0
1516,Dunlop,Winter Maxx SJ8,215.0,60.0,17.0,R,96.0,11000.0,14.0,8.0
1517,Ling,Long Green-Max Winter Grip,215.0,65.0,16.0,T,98.0,6230.0,24.0,5.0
1518,Laufenn,I FIT IZ LW51,205.0,60.0,16.0,T,92.0,6042.0,11.0,5.0
1519,Laufenn,I FIT IZ LW51,215.0,55.0,17.0,T,94.0,7540.0,11.0,5.0
1520,Laufenn,I FIT IZ LW51,225.0,60.0,17.0,T,99.0,8036.0,11.0,5.0
1521,Laufenn,I FIT IZ LW51,215.0,60.0,17.0,T,96.0,7764.0,11.0,5.0
1522,Continental,Ice Contact 3 TA,205.0,50.0,17.0,T,93.0,12420.0,8.0,5.0
1523,Continental,Ice Contact 3 TA,215.0,50.0,17.0,T,95.0,15160.0,8.0,5.0
1524,Laufenn,I FIT LW31,205.0,55.0,16.0,H,91.0,7390.0,11.0,0.0
1525,Continental,Ice Contact 3 TA,225.0,55.0,17.0,T,101.0,15470.0,8.0,5.0
1526,Continental,Ice Contact 3 TA,235.0,65.0,19.0,T,109.0,19170.0,8.0,5.0
1527,Continental,Ice Contact 3 TA,255.0,35.0,20.0,T,97.0,27840.0,8.0,5.0
1528,Continental,Ice Contact 3 TA,275.0,50.0,20.0,T,113.0,20530.0,8.0,5.0
1529,Continental,WinterContact TS 870,225.0,50.0,17.0,H,98.0,12890.0,8.0,0.0
1530,Continental,Viking Contact 7,225.0,55.0,18.0,T,102.0,16610.0,8.0,5.0
1531,Continental,Viking Contact 7,255.0,45.0,18.0,T,103.0,18250.0,8.0,5.0
1532,Triangle,TRIN PL02,255.0,40.0,20.0,W,101.0,14900.0,36.0,6.0
1533,Nokian,Tyres Hakkapeliitta 10p,225.0,40.0,18.0,T,92.0,20460.0,23.0,5.0
1534,Nokian,Tyres Hakkapeliitta 10p SUV,265.0,50.0,20.0,T,111.0,28130.0,23.0,5.0
1535,BFGoodrich,G Force Stud,195.0,65.0,15.0,Q,95.0,5780.0,17.0,9.0
1536,Nokian,Tyres Nordman RS2 SUV,215.0,70.0,16.0,R,100.0,9570.0,23.0,8.0
1537,Viatti,Bosco зима (V-526),215.0,65.0,16.0,T,98.0,4930.0,20.0,5.0
1538,Nokian,Tyres Nordman RS2,225.0,55.0,17.0,R,101.0,8911.0,23.0,8.0
1539,Nokian,Tyres Nordman RS2,205.0,70.0,15.0,R,100.0,7090.0,23.0,8.0
1540,Gislaved,Nord Frost 200 SUV ID,285.0,60.0,18.0,T,116.0,13320.0,31.0,5.0
1541,Gislaved,Soft Frost 200,215.0,50.0,17.0,T,95.0,9310.0,31.0,5.0
1542,Gislaved,Soft Frost 200,185.0,60.0,15.0,T,88.0,5010.0,31.0,5.0
1543,Hankook,Winter i cept iZ2 W616,205.0,55.0,16.0,T,94.0,8140.0,6.0,5.0
1544,Hankook,Winter i cept iZ2 W616,215.0,55.0,17.0,T,98.0,12870.0,6.0,5.0
1545,Pirelli,Winter Sotto Zero Serie III Run Flat,275.0,35.0,19.0,V,100.0,54620.0,29.0,2.0
1546,Nokian,Tyres Hakkapeliitta 9,225.0,45.0,17.0,T,94.0,16570.0,23.0,5.0
1547,Nokian,Tyres Hakkapeliitta 9,225.0,60.0,16.0,T,102.0,15340.0,23.0,5.0
1548,Hankook,I Pike RW11,235.0,60.0,17.0,T,102.0,14130.0,6.0,5.0
1549,Tigar,Cargo Speed Winter,195.0,75.0,16.0,R,107.0,9740.0,21.0,8.0
1550,Cordiant,Winter Drive,185.0,70.0,14.0,T,88.0,3760.0,0.0,5.0
1551,Cordiant,Winter Drive,205.0,60.0,16.0,T,96.0,5240.0,0.0,5.0
1552,Pirelli,Winter Ice Zero,225.0,45.0,17.0,T,94.0,11120.0,29.0,5.0
1553,Pirelli,Scorpion Winter,275.0,40.0,22.0,V,108.0,46480.0,29.0,2.0
1554,Viatti,Brina Nordico (V-522),225.0,45.0,18.0,T,95.0,11360.0,20.0,5.0
1555,Viatti,Brina Nordico (V-522),245.0,45.0,17.0,T,95.0,11970.0,20.0,5.0
1556,Viatti,Brina Nordico (V-522),255.0,45.0,18.0,T,103.0,15550.0,20.0,5.0
1557,Bridgestone,Blizzak VRX,195.0,60.0,15.0,S,88.0,6950.0,16.0,7.0
1558,Bridgestone,Blizzak VRX,245.0,50.0,18.0,S,100.0,18540.0,16.0,7.0
1559,Viatti,Bosco Nordico (V-523),255.0,60.0,17.0,T,106.0,9699.0,20.0,5.0
1560,Viatti,Brina зима (V-521),225.0,45.0,17.0,Q,94.0,6570.0,20.0,9.0
1561,Michelin,X-Ice North 2,215.0,60.0,16.0,T,99.0,10230.0,19.0,5.0
1562,Nokian,Tyres Nordman 7 SUV,275.0,60.0,20.0,T,115.0,17740.0,23.0,5.0
1563,Nokian,Tyres Hakkapeliitta 9 SUV,275.0,55.0,20.0,T,117.0,22760.0,23.0,5.0
1564,Nokian,Tyres Hakkapeliitta 9 SUV,255.0,55.0,20.0,T,110.0,22380.0,23.0,5.0
1565,Nokian,Tyres Hakkapeliitta 9 SUV,275.0,40.0,21.0,T,107.0,28080.0,23.0,5.0
1566,Nokian,Tyres Hakkapeliitta 9 SUV,285.0,60.0,18.0,T,116.0,19060.0,23.0,5.0
1567,Nokian,Tyres Hakkapeliitta 9 SUV,275.0,40.0,20.0,T,106.0,22560.0,23.0,5.0
1568,Bridgestone,Blizzak Spike-02 SUV,205.0,70.0,15.0,T,96.0,9030.0,16.0,5.0
1569,Hankook,DynaPro i*cept X RW10,235.0,60.0,18.0,T,103.0,14540.0,6.0,5.0
1570,Michelin,X-Ice Snow SUV,265.0,65.0,17.0,T,112.0,15980.0,19.0,5.0
1571,Nankang,SW8,245.0,45.0,18.0,T,100.0,9990.0,33.0,5.0
1572,Nankang,SW7,265.0,65.0,17.0,T,116.0,9920.0,33.0,5.0
1573,Nankang,ICE1,225.0,65.0,17.0,Q,106.0,7170.0,33.0,9.0
1574,Nankang,SW8,215.0,45.0,17.0,T,91.0,7180.0,33.0,5.0
1575,Nankang,ICE1,215.0,65.0,16.0,Q,102.0,6230.0,33.0,9.0
1576,Nankang,ICE1,195.0,65.0,15.0,Q,95.0,4190.0,33.0,9.0
1577,Tigar,Ice,195.0,60.0,15.0,T,92.0,5360.0,21.0,5.0
1578,Tigar,Ice,195.0,55.0,16.0,T,91.0,6320.0,21.0,5.0
1579,Nokian,Tyres Hakkapeliitta 10p SUV,275.0,40.0,21.0,T,107.0,33040.0,23.0,5.0
1580,Bridgestone,Blizzak Ice,245.0,40.0,19.0,T,98.0,21390.0,16.0,5.0
1581,Michelin,X-Ice North 4 SUV,215.0,70.0,16.0,T,100.0,15470.0,19.0,5.0
1582,Pirelli,Scorpion Ice Zero 2 Run Flat,225.0,60.0,18.0,T,104.0,23780.0,29.0,5.0
1583,Laufenn,I FIT IZ LW51,175.0,65.0,14.0,T,82.0,4224.0,11.0,5.0
1584,Nokian,Tyres Hakkapeliitta R3,215.0,50.0,17.0,R,95.0,12700.0,23.0,8.0
1585,Nokian,Tyres Hakkapeliitta 10p,205.0,50.0,17.0,T,93.0,17130.0,23.0,5.0
1586,Nokian,Tyres Hakkapeliitta 10p SUV,215.0,55.0,18.0,T,99.0,23210.0,23.0,5.0
1587,Nokian,Tyres Hakkapeliitta 10p SUV,235.0,55.0,17.0,T,103.0,20850.0,23.0,5.0
1588,Nokian,Tyres Nordman 8 SUV,235.0,65.0,17.0,T,108.0,13600.0,23.0,5.0
1589,Pirelli,Ice Zero Friction,255.0,55.0,19.0,H,111.0,12230.0,29.0,0.0
1590,Pirelli,Ice Zero Friction,225.0,45.0,17.0,H,94.0,10130.0,29.0,0.0
1591,Pirelli,Ice Zero Friction,235.0,55.0,17.0,T,103.0,10070.0,29.0,5.0
1592,Matador,MP30 Sibir Ice 2,225.0,50.0,17.0,T,98.0,7650.0,5.0,5.0
1593,Hankook,Winter i cept iZ2 W616,205.0,65.0,16.0,T,99.0,9510.0,6.0,5.0
1594,Goodyear,UltraGrip Ice Gen-1 SUV,235.0,50.0,18.0,T,101.0,19030.0,10.0,5.0
1595,Nankang,SW7,265.0,65.0,17.0,T,116.0,9920.0,33.0,5.0
1596,Nankang,ICE1,225.0,65.0,17.0,Q,106.0,7170.0,33.0,9.0
1597,Nankang,SW8,215.0,45.0,17.0,T,91.0,7180.0,33.0,5.0
1598,Nankang,ICE1,215.0,65.0,16.0,Q,102.0,6230.0,33.0,9.0
1599,Nankang,ICE1,195.0,65.0,15.0,Q,95.0,4190.0,33.0,9.0
1600,Tigar,Ice,195.0,60.0,15.0,T,92.0,5360.0,21.0,5.0
1601,Tigar,Ice,195.0,55.0,16.0,T,91.0,6320.0,21.0,5.0
1602,Goodyear,UltraGrip Arctic 2,225.0,45.0,19.0,T,96.0,16300.0,10.0,5.0
1603,Nokian,Tyres Hakkapeliitta 10p SUV,305.0,40.0,20.0,T,112.0,33240.0,23.0,5.0
1604,Nokian,Tyres Hakkapeliitta 10p,225.0,40.0,18.0,T,92.0,20460.0,23.0,5.0
1605,Nokian,Tyres Hakkapeliitta 10p SUV,265.0,50.0,20.0,T,111.0,28130.0,23.0,5.0
1606,Michelin,Pilot Alpin 5,245.0,40.0,18.0,V,97.0,18650.0,19.0,2.0
1607,Nokian,Tyres Nordman 8,205.0,45.0,17.0,T,88.0,12513.0,23.0,5.0
1608,Nokian,Tyres Nordman 8 SUV,225.0,55.0,19.0,T,103.0,19570.0,23.0,5.0
1609,Nokian,Tyres Hakkapeliitta 10p Run Flat,245.0,45.0,18.0,T,100.0,30330.0,23.0,5.0
1610,Cordiant,Winter Drive 2,215.0,55.0,17.0,T,98.0,7330.0,0.0,5.0
1611,Cordiant,Winter Drive 2,205.0,55.0,16.0,T,94.0,5110.0,0.0,5.0
1612,Белшина,BEL-464,215.0,60.0,17.0,H,96.0,6420.0,25.0,0.0
1613,Cordiant,Snow Cross,235.0,55.0,17.0,T,103.0,8130.0,0.0,5.0
1614,Cordiant,Winter Drive,175.0,65.0,14.0,T,82.0,3180.0,0.0,5.0
1615,Nokian,Tyres Hakkapeliitta 9 SUV,265.0,65.0,17.0,T,116.0,17930.0,23.0,5.0
1616,Laufenn,I FIT ICE LW71,195.0,55.0,16.0,T,91.0,8060.0,11.0,5.0
1617,Bridgestone,Blizzak DM-V2,275.0,55.0,20.0,T,117.0,20500.0,16.0,5.0
1618,Nankang,SW8 SUV,225.0,40.0,18.0,T,92.0,8090.0,33.0,5.0
1619,Cordiant,Winter Drive 2 SUV,215.0,60.0,17.0,T,100.0,7420.0,0.0,5.0
1620,Bridgestone,Blizzak LM005,195.0,65.0,15.0,H,91.0,8610.0,16.0,0.0
1621,Nokian,Tyres Hakkapeliitta 10p SUV,265.0,65.0,18.0,T,114.0,23590.0,23.0,5.0
1622,Nokian,Tyres Hakkapeliitta R 3 SUV,285.0,50.0,20.0,R,116.0,20280.0,23.0,8.0
1623,Michelin,Pilot Alpin 5 SUV,305.0,40.0,20.0,V,112.0,34050.0,19.0,2.0
1624,Nokian,Tyres Hakkapeliitta 9 SUV,315.0,35.0,21.0,T,111.0,31280.0,23.0,5.0
1625,Nokian,Tyres Hakkapeliitta R5,215.0,55.0,17.0,R,98.0,18010.0,23.0,8.0
1626,Кама,ALGA LT (НК-534),185.0,75.0,16.0,R,104.0,5320.0,13.0,8.0
1627,Michelin,X-Ice North 4,225.0,60.0,16.0,T,102.0,15150.0,19.0,5.0
1628,Cordiant,Snow Cross 2,205.0,60.0,16.0,T,96.0,5200.0,0.0,5.0
1629,Viatti,Brina зима (V-521),215.0,55.0,17.0,T,94.0,6890.0,20.0,5.0
1630,Cordiant,Snow Cross,215.0,55.0,17.0,T,98.0,6840.0,0.0,5.0
1631,Pirelli,Winter Ice Zero,215.0,70.0,16.0,T,104.0,11680.0,29.0,5.0
1632,BFGoodrich,G Force Stud,215.0,60.0,16.0,Q,99.0,8100.0,17.0,9.0
1633,Pirelli,Winter Ice Zero,185.0,65.0,14.0,T,86.0,5850.0,29.0,5.0
1634,Bridgestone,Ice Cruiser 7000 S,175.0,70.0,13.0,T,82.0,5750.0,16.0,5.0
1635,Michelin,X-Ice North 4,205.0,60.0,16.0,T,96.0,10870.0,19.0,5.0
1636,Ling,Long Green-Max Winter Grip VAN 2,185.0,75.0,16.0,R,104.0,7900.0,24.0,8.0
1637,Laufenn,I FIT ICE LW71,205.0,65.0,15.0,T,94.0,6400.0,11.0,5.0
1638,Kumho,Wintercraft Ice WI31,185.0,60.0,15.0,T,88.0,4970.0,30.0,5.0
1639,Pirelli,Winter Ice Zero 2,245.0,45.0,18.0,H,100.0,19260.0,29.0,0.0
1640,Cordiant,Winter Drive 2,185.0,65.0,14.0,T,90.0,3630.0,0.0,5.0
1641,Michelin,X-Ice North 4,225.0,60.0,16.0,T,102.0,15150.0,19.0,5.0
1642,Cordiant,Snow Cross,205.0,60.0,16.0,T,96.0,5040.0,0.0,5.0
1643,Hankook,Winter i Pike RS2 W429,185.0,60.0,15.0,T,88.0,7070.0,6.0,5.0
1644,Pirelli,Ice Zero Friction,175.0,65.0,14.0,T,82.0,4380.0,29.0,5.0
1645,Nokian,Tyres Hakkapeliitta 9 SUV,295.0,40.0,20.0,T,110.0,26390.0,23.0,5.0
1646,Triangle,TRIN PL02,245.0,45.0,19.0,V,102.0,11190.0,36.0,2.0
1647,Viatti,Brina зима (V-521),195.0,65.0,15.0,T,91.0,3660.0,20.0,5.0
1648,Pirelli,Winter Ice Zero,185.0,65.0,14.0,T,86.0,5850.0,29.0,5.0
1649,Bridgestone,Ice Cruiser 7000 S,175.0,70.0,13.0,T,82.0,5750.0,16.0,5.0
1650,Nankang,SW8,215.0,55.0,17.0,T,98.0,6660.0,33.0,5.0
1651,Tunga,Nordway 2,185.0,65.0,14.0,Q,86.0,3611.0,4.0,9.0
1652,Cordiant,Snow Cross,185.0,60.0,15.0,T,84.0,3880.0,0.0,5.0
1653,Nankang,SW8,215.0,60.0,16.0,T,99.0,6090.0,33.0,5.0
1654,Кама,Евро 519,185.0,60.0,14.0,T,82.0,3530.0,13.0,5.0
1655,Nokian,Tyres Hakkapeliitta 9 SUV,295.0,40.0,20.0,T,110.0,26390.0,23.0,5.0
1656,Triangle,TRIN PL02,245.0,45.0,19.0,V,102.0,11190.0,36.0,2.0
1657,Кама,Евро 519,185.0,60.0,14.0,T,82.0,3530.0,13.0,5.0
1658,Nokian,Tyres Nordman 8,185.0,55.0,15.0,T,86.0,7220.0,23.0,5.0
1659,Pirelli,Scorpion Winter 2 Run Flat,275.0,40.0,22.0,V,108.0,64770.0,29.0,2.0
1660,Nokian,Tyres Nordman 7,185.0,60.0,15.0,T,88.0,5770.0,23.0,5.0
1661,Nokian,Tyres Hakkapeliitta 9 Run Flat,245.0,45.0,18.0,T,100.0,26030.0,23.0,5.0
1662,Cordiant,Snow Cross 2,175.0,65.0,14.0,T,86.0,3280.0,0.0,5.0
1663,Tunga,Nordway 2,205.0,55.0,16.0,Q,94.0,4020.0,4.0,9.0
1664,Nokian,Tyres Nordman 7 SUV,265.0,70.0,16.0,T,112.0,12980.0,23.0,5.0
1665,Nexen,WINGUARD Sport2 SUV,255.0,50.0,19.0,V,107.0,12200.0,12.0,2.0
1666,Sailun,Ice Blazer Wst2 Lt,235.0,60.0,18.0,T,107.0,8600.0,32.0,5.0
1667,Centara,SNOW CUTTER,205.0,60.0,16.0,T,92.0,5700.0,28.0,5.0
1668,Nexen,WINGUARD Winspike 3,195.0,55.0,16.0,T,91.0,7930.0,12.0,5.0
1669,Sailun,Ice Blazer WST3,195.0,60.0,15.0,T,88.0,4780.0,32.0,5.0
1670,Sailun,Ice Blazer WST3,215.0,60.0,16.0,T,99.0,6120.0,32.0,5.0
1671,Sailun,Ice Blazer WST3,265.0,65.0,17.0,T,112.0,9550.0,32.0,5.0
1672,Nexen,WINGUARD Winspike 3,215.0,60.0,16.0,T,99.0,7748.0,12.0,5.0
1673,Nexen,WINGUARD Winspike Suv Ws62,265.0,70.0,16.0,T,112.0,13273.0,12.0,5.0
1674,Sailun,Ice Blazer WST3,225.0,65.0,17.0,T,102.0,7970.0,32.0,5.0
1675,Centara,Vanti Winter,235.0,55.0,17.0,V,103.0,7270.0,28.0,2.0
1676,Nexen,WINGUARD Sport2 SUV,235.0,75.0,15.0,T,109.0,9900.0,12.0,5.0
1677,Sailun,Ice Blazer WST3,215.0,55.0,16.0,T,97.0,6390.0,32.0,5.0
1678,Sailun,Ice Blazer WST3,235.0,65.0,17.0,T,104.0,8400.0,32.0,5.0
1679,Nexen,WINGUARD Winspike 3,195.0,65.0,15.0,T,95.0,5140.0,12.0,5.0
1680,Centara,Winter Rx626,225.0,65.0,17.0,T,102.0,7320.0,28.0,5.0
1681,Centara,SNOW CUTTER,205.0,65.0,15.0,T,94.0,5340.0,28.0,5.0
1682,Sailun,Ice Blazer WST3,205.0,65.0,16.0,T,95.0,6630.0,32.0,5.0
1683,Sailun,Ice Blazer WST3,315.0,35.0,20.0,T,110.0,11880.0,32.0,5.0
1684,Nexen,WINGUARD Winspike 3,205.0,65.0,16.0,T,95.0,6914.0,12.0,5.0
1685,Sailun,Ice Blazer WST3,215.0,65.0,17.0,T,99.0,7680.0,32.0,5.0
1686,Nexen,WINGUARD Winspike 3,205.0,55.0,16.0,T,94.0,5710.0,12.0,5.0
1687,Centara,SNOW CUTTER,225.0,65.0,17.0,T,102.0,7730.0,28.0,5.0
1688,Nexen,WINGUARD Winspike Suv Ws62,245.0,60.0,18.0,T,105.0,12610.0,12.0,5.0
1689,Triangle,TRIN PL02,255.0,35.0,19.0,V,96.0,12290.0,36.0,2.0
1690,Белшина,BEL-412,215.0,55.0,18.0,V,95.0,11380.0,25.0,2.0
1691,Bridgestone,Blizzak LM005,175.0,65.0,15.0,T,88.0,8340.0,16.0,5.0
1692,Bridgestone,Blizzak LM005,195.0,65.0,15.0,T,91.0,8610.0,16.0,5.0
1693,Bridgestone,Blizzak LM005,205.0,45.0,16.0,H,87.0,16110.0,16.0,0.0
1694,Bridgestone,Blizzak LM001,215.0,55.0,17.0,V,94.0,19440.0,16.0,2.0
1695,Bridgestone,Blizzak LM001,225.0,60.0,17.0,H,99.0,19390.0,16.0,0.0
1696,Bridgestone,LM001 Run Flat,225.0,50.0,17.0,H,98.0,21320.0,16.0,0.0
1697,Bridgestone,Blizzak LM001,235.0,55.0,18.0,H,100.0,22080.0,16.0,0.0
1698,Bridgestone,LM001 Run Flat,225.0,45.0,18.0,H,95.0,22960.0,16.0,0.0
1699,Bridgestone,Blizzak RFT Run Flat,235.0,55.0,19.0,Q,101.0,24600.0,16.0,9.0
1700,Bridgestone,Blizzak LM001,235.0,50.0,19.0,H,99.0,17470.0,16.0,0.0
1701,Bridgestone,Blizzak LM001,225.0,55.0,17.0,H,97.0,18270.0,16.0,0.0
1702,Bridgestone,Blizzak LM005,235.0,55.0,20.0,V,105.0,25120.0,16.0,2.0
1703,Bridgestone,LM001 Run Flat,275.0,45.0,20.0,V,110.0,22220.0,16.0,2.0
1704,Bridgestone,Blizzak LM001,205.0,60.0,16.0,H,92.0,7980.0,16.0,0.0
1705,Matador,MP93 Nordicca,185.0,70.0,14.0,T,88.0,6790.0,5.0,5.0
1706,Matador,MP93 Nordicca,205.0,65.0,15.0,H,94.0,9170.0,5.0,0.0
1707,Matador,MP93 Nordicca,205.0,50.0,17.0,V,93.0,9400.0,5.0,2.0
1708,Matador,MP93 Nordicca,215.0,55.0,17.0,V,98.0,9640.0,5.0,2.0
1709,Matador,MP93 Nordicca,215.0,65.0,17.0,V,99.0,12640.0,5.0,2.0
1710,Matador,MP93 Nordicca,225.0,45.0,17.0,V,94.0,9590.0,5.0,2.0
1711,Matador,MP93 Nordicca,225.0,55.0,17.0,V,101.0,10720.0,5.0,2.0
1712,Matador,MP93 Nordicca,235.0,45.0,18.0,V,98.0,11470.0,5.0,2.0
1713,Matador,MP93 Nordicca,245.0,45.0,18.0,V,100.0,14100.0,5.0,2.0
1714,Matador,MP93 Nordicca,235.0,55.0,19.0,V,105.0,12920.0,5.0,2.0
1715,Toyo,OBGS6S,225.0,60.0,17.0,H,99.0,14599.0,34.0,0.0
1716,Toyo,OBGS6S,225.0,65.0,17.0,H,102.0,11856.0,34.0,0.0
1717,Toyo,OBGS6S,235.0,65.0,17.0,H,104.0,14690.0,34.0,0.0
1718,Toyo,OBGS6S,215.0,55.0,18.0,H,95.0,14586.0,34.0,0.0
1719,Toyo,OBGS6S,235.0,55.0,18.0,H,100.0,19006.0,34.0,0.0
1720,Toyo,OBGS6S,265.0,65.0,18.0,H,114.0,23465.0,34.0,0.0
1721,Toyo,OBGS6S,275.0,40.0,20.0,H,106.0,24102.0,34.0,0.0
1722,Toyo,OBIFA,195.0,55.0,16.0,T,87.0,7371.0,34.0,5.0
1723,Toyo,OBIFA,215.0,50.0,17.0,T,91.0,10842.0,34.0,5.0
1724,Toyo,OBIFA,235.0,55.0,18.0,T,104.0,17966.0,34.0,5.0
1725,Toyo,OBIFSA,245.0,50.0,19.0,T,105.0,21528.0,34.0,5.0
1726,Toyo,OBIFSA,295.0,40.0,20.0,T,110.0,28249.0,34.0,5.0
1727,Toyo,OBIFSA,215.0,65.0,17.0,T,103.0,14014.0,34.0,5.0
1728,Toyo,OBIFSA,225.0,60.0,17.0,T,103.0,11778.0,34.0,5.0
1729,Toyo,OBIFSA,225.0,60.0,18.0,T,100.0,15795.0,34.0,5.0
1730,Toyo,OBIFSA,235.0,55.0,19.0,H,105.0,19383.0,34.0,0.0
1731,Toyo,OBIFSA,265.0,45.0,20.0,T,108.0,26650.0,34.0,5.0
1732,Toyo,OBGS6H,255.0,40.0,18.0,V,99.0,24778.0,34.0,2.0
1733,Toyo,OBGS6H,205.0,55.0,16.0,H,94.0,8300.0,34.0,0.0
1734,Toyo,OBGS6H,215.0,55.0,16.0,H,97.0,10153.0,34.0,0.0
1735,Toyo,OBGS6H,235.0,45.0,18.0,V,98.0,20150.0,34.0,2.0
1736,Toyo,OBGS6H,225.0,55.0,17.0,H,97.0,13000.0,34.0,0.0
1737,Toyo,OBGS6H,215.0,55.0,17.0,H,98.0,11778.0,34.0,0.0
1738,Toyo,OBGS6H,225.0,45.0,18.0,V,95.0,19162.0,34.0,2.0
1739,Toyo,OBVA,205.0,65.0,16.0,T,107.0,13455.0,34.0,5.0
1740,Toyo,OBIFSA,275.0,45.0,21.0,T,110.0,27651.0,34.0,5.0
